pop,code,mpg,ha,category,brood_yr,nS,phos
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1990,143,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1991,164,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1992,196,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1993,365,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1994,51,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1995,23,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1996,60,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1997,243,0.02
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1998,125,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1999,55,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2000,125,0.12
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2001,1392,0.19
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2002,1067,0.37
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2003,747,0.23
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2004,352,0.36
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2005,160,0.41
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2006,156,0.58
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2007,360,0.63
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2008,595,0.56
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,2009,821,0.7
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1958,2786,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1959,3015,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1960,5029,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1961,2444,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1962,3671,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1963,2442,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1964,908,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1965,1515,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1966,2264,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1967,2084,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1968,1190,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1969,1469,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1970,1217,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1971,973,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1972,1310,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1973,1354,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1974,504,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1975,550,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1976,557,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1977,522,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1978,580,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1979,266,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1980,268,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1981,291,0
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1982,256,0.04
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1983,427,0.07
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1984,381,0.22
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1985,746,0.37
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1986,668,0.17
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1987,1737,0.2
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1988,1659,0.25
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1989,501,0.13
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1990,892,0.18
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1991,908,0.1
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1992,1582,0.63
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1993,2169,0.44
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1994,552,0.33
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1995,224,0.45
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1996,367,0.23
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1997,1257,0.64
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1998,1204,0.4
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,1999,926,0.25
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2000,1511,0.51
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2001,2529,0.32
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2002,3021,0.4
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2003,3130,0.33
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2004,1231,0.47
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2005,901,0.51
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2006,NA,0.555
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2007,NA,0.555
SFSMain,SFMAI,South Fork Salmon River,309.2499,impact,2008,1033,0.6
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1957,870,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1958,986,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1959,630,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1960,1320,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1961,502,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1962,740,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1963,418,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1964,661,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1965,356,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1966,511,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1967,511,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1968,211,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1969,379,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1970,231,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1971,349,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1972,324,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1973,250,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1974,74,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1975,48,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1976,63,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1977,106,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1978,333,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1979,72,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1980,72,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1981,194,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1982,238,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1983,358,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1984,156,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1985,384,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1986,306,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1987,321,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1988,412,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1989,260,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1990,146,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1991,298,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1992,333,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1993,346,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1994,101,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1995,71,0.04
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1996,177,0
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1997,349,0.03
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1998,110,0.1
Secesh,SFSEC,South Fork Salmon River,71.078,impact,1999,189,0.01
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2000,518,0.01
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2001,1358,0.07
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2002,1030,0.08
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2003,1107,0.01
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2004,872,0.03
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2005,322,0.01
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2006,213,0.07
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2007,290,0.1
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2008,874,0.07
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2009,1083,0.02
Secesh,SFSEC,South Fork Salmon River,71.078,impact,2010,2392,0.01
SREastFork,SREFS,Upper Salmon River,88.661,impact,1957,2163,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1958,1100,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1959,950,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1960,1351,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1961,2955,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1962,1067,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1963,2449,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1964,1672,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1965,660,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1966,1773,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1967,1936,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1968,2011,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1969,781,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1970,1404,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1971,1250,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1972,1423,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1973,1870,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1974,898,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1975,873,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1976,310,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1977,682,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1978,2537,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1979,202,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1980,18,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1981,282,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1982,106,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1983,341,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1984,100,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1985,195,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1986,293,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1987,402,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,1988,512,0.02
SREastFork,SREFS,Upper Salmon River,88.661,impact,1989,384,0.18
SREastFork,SREFS,Upper Salmon River,88.661,impact,1990,202,0.36
SREastFork,SREFS,Upper Salmon River,88.661,impact,1991,101,0.37
SREastFork,SREFS,Upper Salmon River,88.661,impact,1992,64,0.51
SREastFork,SREFS,Upper Salmon River,88.661,impact,1993,222,0.18
SREastFork,SREFS,Upper Salmon River,88.661,impact,1994,24,0.36
SREastFork,SREFS,Upper Salmon River,88.661,impact,1995,11,0.36
SREastFork,SREFS,Upper Salmon River,88.661,impact,1996,22,0.55
SREastFork,SREFS,Upper Salmon River,88.661,impact,1997,48,0.18
SREastFork,SREFS,Upper Salmon River,88.661,impact,1998,121,0.07
SREastFork,SREFS,Upper Salmon River,88.661,impact,1999,73,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2000,136,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2001,348,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2002,744,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2003,649,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2004,350,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2005,194,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2006,88,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2007,194,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2008,385,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2009,207,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2010,871,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2011,568,0
SREastFork,SREFS,Upper Salmon River,88.661,impact,2012,605,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1957,1438,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1958,1110,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1959,936,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1960,2524,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1961,3440,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1962,2618,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1963,728,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1964,2076,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1965,866,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1966,1476,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1967,1572,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1968,1144,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1969,656,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1970,688,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1971,784,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1972,946,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1973,866,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1974,474,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1975,730,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1976,454,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1977,886,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1978,1406,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1979,292,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1980,50,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1981,230,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1982,298,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1983,92,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1984,70,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1985,186,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1986,314,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1987,310,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1988,358,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1989,64,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1990,160,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1991,110,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1992,30,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1993,46,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1994,14,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1995,10,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1996,58,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1997,100,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1998,80,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,1999,70,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2000,170,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2001,632,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2002,270,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2003,94,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2004,60,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2005,74,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2006,50,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2007,38,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2008,50,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2009,122,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2010,158,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2011,198,0
Lemhi,SRLEM,Upper Salmon River,148.3443,control,2012,126,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1957,4889,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1958,888,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1959,679,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1960,1565,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1961,687,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1962,901,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1963,376,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1964,801,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1965,388,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1966,753,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1967,704,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1968,430,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1969,232,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1970,290,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1971,425,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1972,795,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1973,432,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1974,77,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1975,87,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1976,85,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1977,181,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1978,693,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1979,NA,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1980,21,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1981,145,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1982,75,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1983,214,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1984,98,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1985,158,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1986,201,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1987,386,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1988,290,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1989,149,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1990,98,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1991,131,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1992,50,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1993,93,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1994,17,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1995,15,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1996,44,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1997,93,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1998,60,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,1999,44,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2000,154,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2001,232,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2002,450,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2003,224,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2004,158,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2005,102,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2006,100,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2007,95,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2008,110,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2009,93,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2010,122,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2011,230,0
SRLMA,SRLMA,Upper Salmon River,612.2623,control,2012,183,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1957,3653,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1958,1496,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1959,1327,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1960,1591,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1961,2077,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1962,2270,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1963,2149,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1964,2275,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1965,1662,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1966,3087,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1967,2936,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1968,2379,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1969,961,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1970,1414,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1971,1866,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1972,2850,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1973,1618,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1974,1198,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1975,2075,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1976,1152,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1977,2364,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1978,6335,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1979,704,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1980,184,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1981,476,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1982,88,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1983,99,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1984,185,0.02
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1985,563,0.36
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1986,788,0.4
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1987,455,0.17
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1988,497,0.02
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1989,423,0.07
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1990,501,0.29
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1991,170,0.24
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1992,120,0.38
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1993,374,0.28
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1994,69,0.04
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1995,18,0.1
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1996,68,0.05
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1997,89,0.06
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1998,83,0.1
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,1999,115,0.37
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2000,473,0.08
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2001,1108,0.5
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2002,1206,0.41
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2003,658,0.26
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2004,638,0.32
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2005,418,0.4
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2006,394,0.25
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2007,204,0.11
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2008,389,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2009,440,0.08
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2010,748,0.07
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2011,597,0
SRUMA,SRUMA,Upper Salmon River,80.1029,impact,2012,504,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1957,1508,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1958,312,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1959,255,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1960,607,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1961,1044,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1962,738,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1963,518,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1964,732,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1965,708,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1966,1093,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1967,900,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1968,1066,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1969,155,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1970,659,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1971,640,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1972,599,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1973,548,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1974,466,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1975,729,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1976,117,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1977,220,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1978,976,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1979,108,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1980,27,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1981,52,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1982,24,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1983,98,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1984,57,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1985,5,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1986,79,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1987,244,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1988,122,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1989,133,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1990,33,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1991,14,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1992,19,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1993,62,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1994,24,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1995,NA,0
Valley,SRVAL,Upper Salmon River,42.6649,control,1996,8,0
